,price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Cell,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Battery Backup,Power Supply,Chipset,RAM Frequency,Number of Cores,System Architecture,Multi Card Slot,Hardware Interface,Sound Chip,Sound Properties,Finger Print Sensor,Security Chip,Pointer Device,Included Software,Additional Features,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Memory Slots,Refresh Rate,Ethernet,Expandable Memory,Color Gamut,Certification,International Warranty,RJ45,Lock Port,HDD Capacity,Face Recognition,Wireless WAN,Antivirus,Laptop Bag,Brightness,EMMC Storage Capacity,NFC Support,RPM,Stylus Included,Firewire Port,VGA Port,S-video,RJ11,Other Accessories,Dock Port,Read/Write Speed,TGP,Recovery Options,Inbuilt 4G LTE
15,"₹58,490","Laptop, Power Adaptor, User Guide, Warranty Documents",15IAU7,82RK0062IN,A315-23,Aspire 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,3,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,3050U,2.9 Ghz. Turbo Upto 4.2 Ghz.,8,Intel Integrated UHD Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 2.0b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"HD, micro-edge, BrightView, Brightness: 220 nits, 101 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5.1,v5.2,358 x 242 x 17.9 mm,1.69 Kg,Not Available,720p HD camera,100-/101-/104-key FineTip keyboard with independent numeric keypad,Yes,2 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 18 Hours,45W AC Adapter,AMD SoC Platform,3200 MHz,8,64 bit,1x multi-format SD media card reader,PCIe NVMe,High Definition (HD) Audio,Dolby Audio,Yes,Firmware TPM 2.0,Multi-touch Touchpad,Office Home and Student 2021,"43 Wh Li-ion, Support battery fast charge",GDDR6,4 GB,1,144 Hz,100/1000M,16,,,1 Year,Yes,Kensington Lock Port,1 TB,,Realtek 802.11a/b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 5 combo,NA,No,,,No,5400,,No,No,,No,"Sleeve, Stand, Stylus Pen",No,8x,,,
16,"₹29,490","Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq1559AU,6PNA39PA#ACJ,FA506ICB-HN005W,TUF GAMING A15,Jet Black,Thin and Light Laptop,Processing & Multitasking,3,Yes,AMD,Athlon Dual Core,12th Gen,Yes,512 GB,8 GB,DDR4,3250U,4.2,6,AMD Radeon AMD,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 Port, 1 x USB 2.0 Port",1x HDMI 1.4b,No,39.62 cm (15.6 inch),1366 x 768 Pixel,"Full HD , high-brightness Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio",Two built-in stereo speakers,Built-in Dual Microphone,"Wi-Fi 6 11ax, 2x2",v4.2,363.4 x 250.5 x 19.9 mm,1.9 Kg,Not Available,720p,Backlit Chiclet Keyboard 1-Zone RGB,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Up to 12 hours,120W AC Adapter,AMD SoC,3200 MHz,4,64 bit,1 x card reader,PCIe NVMe M.2,Intel ISST,Audio by B&O,No,"Fingerprint Sensor Integrated with Power Key, Trusted Platform Module (TPM)",Force Touch Trackpad,"Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart",48 Wh 3-cell Li-ion battery pack,GDDR6,2 GB,2 Slots,60 Hz,10/100/1000 Mbps,Upto 12GB,,,1 Year,Yes,Function key lock,1 TB,,Wi-Fi 5(802.11ac)+Bluetooth 4.1 (Dual band) 1*1,McAfee,No,,,,5400,,No,No,,No,Power Adaptor,No,NA,,,
17,"₹26,990","Laptop, Power Adaptor, User Guide, Warranty Documents",A315-23,UN.HVTSI.013,IdeaPad 5 15ITL05,IdeaPad,Charcoal Black,Laptop,Everyday Use,3 Cell,No,AMD,Ryzen 3 Dual Core,11th Gen,Yes,256 GB,8 GB,DDR4,4800H,4.1,12,AMD Radeon AMD,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 2 Type-C, 2x USB 3.2 Gen 1 Type-A",1x HDMI 1.4,No,39.62 cm (15.6 Inch),1920 x 1200 Pixel,"(39.62cm)15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.1%, Refresh Rate:144Hz, Value IPS-level, Optimus",DTS software Built-in array microphone Built-in speaker 2-speaker system with Smart Amplifier Technology,YES,Wi-Fi 5(802.11ac) (Dual band) 1*1,v4.1,35.9 x 25.6 x 2.47 ~ 2.49 cm,2.3 kg,Not Available,VGA camera,"Backlit, English",No,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,Up to 9 hours and 45 minutes,65w,Intel SoC Platform,3202 MHz,8,64 bit,4-in-1 Card Reader,PCIe NVMe,High Definition Audio,Dolby Audio,No,Firmware TPM 2.0,Touchpad,Microsoft Office 2021 Home & Student,49.9 WHr Li-polymer Battery,GDDR6,4 GB,2,120 Hz,Not Applicable,32,,,1 Year,Yes,Kensington Lock Port,1 TB,,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5.1,1 Year McAfee,No,,,,5400,,No,No,,No,Backpack,No,NA,,,
18,"₹70,400","Laptop, Adaptor & Manual",FA506ICB-HN005W,90NR0667-M00H50,X515EA-EZ311WS,Vivobook 15 Touch,Graphite Black,Gaming Laptop,"Gaming, Performance, Processing & Multitasking, Entertainment",3 Cell,No,AMD,Ryzen 7 Octa Core,12th Gen,Yes,512 GB,8 GB,DDR4,1135G7,2.9 GHz Upto Max Turbo Frequency at 4.2 GHz,8 MB,NVIDIA GeForce RTX 3050,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 3.2 Gen 1, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1",1 x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"FHD, IPS (300 nits Anti-glare, 45% NTSC)",Built in dual stereo speakers,Dual array microphone,Wi-Fi 6E(802.11ax) (Dual band) 2x2,5.1,356.67 x 233.13 x 17.9 mm,1.66 Kg,Not Available,1080p FHD camera With privacy shutter,Chiclet Keyboard with Num-key,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Any Type of Damage,1 Year,Upto 11 hours,65W AC Adapter,AMD SoC Platform,4266 MHz,4,64,Yes,"PCIe Gen3, 8 Gb/s, NVMe",Intel ISST,Stereo Speakers,Yes,Titan C Security Chip,Touchpad,NA,56.5 WHr Li-ion Battery,GDDR6,4 GB,2,60 Hz,Yes,16,,,1 Year,Yes,Kensington Lock Slot,256 GB,,YES,1 Year McAfee,No,,,,5400,,No,No,,No,Backpack,No,NA,,,
19,"₹67,999","Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad 5 15ITL05,82FG01B5IN,M6500IH-HN701WS,Vivobook Pro 15,Graphite Grey,Thin and Light Laptop,Processing & Multitasking,3 cell,Yes,Intel,Core i5,10th Gen,Yes,512 GB,16 GB,DDR4,1115G4,2.5 GHz upto max turbo frequency at 4.5 Ghz,4MB L2 / 8MB L3 Cache,Intel Integrated Iris Xe Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1 x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, IPS-level Panel, Touchscreen Glossy Display, Brightness: 250nits, 45% NTSC color gamut, 83% Screen-to-Body Ratio",Built-in speaker,Built-in microphone,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.1,360.0 x 235.0 x 19.9 mm,1.80 Kg,Not Available,HP True Vision 720p HD camera,Backlit Chiclet Keyboard,Yes,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,Upto 14 hours,65 W Smart AC power adapter,NA,3200 MHz,6,64 bit,1x Card reader,PCIe NVMe,High Definition (HD) Audio,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos Playback",No,Firmware TPM 2.0,HP Imagepad with multi-touch gesture support,Office Home and Student 2021,"3 Cell, 41 Wh Li-ion, Support Battery Fast Charge",GDDR6,4 GB,2 Slots,120 Hz,100/1000M,Upto 12GB,,,1 Year,No,Kensington Lock Port,1 TB,,Intel(R) Wi-fi 6E (6GHz) AX211 2x2,1 Year McAfee,No,,,,3200,,No,No,,No,Backpack,No,NA,,,
20,"₹38,990","Laptop, Power Adaptor, User Guide, Warranty Documents",X515EA-EZ311WS,90NB0TY1-M01N20,15s- fr4000TU,Intel,Slate Grey,Thin and Light Laptop,Processing & Multitasking,3,Yes,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,AMD R7-4800H,1.8 GHz (Base) - 4.3 GHz (Max),11,Intel Integrated UHD Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1,x USB 3.2 Gen 2 Type-C support display / power delivery, 2 x USB 2.0 Type-A",1 x HDMI 1.4,Yes,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD, LED Backlit LCD, IPS-level Panel, 144Hz refresh rate, 250nits, 45% NTSC color gamut, Glossy display",Built-in Speakers,Built-in array microphone,Wi-Fi 5(802.11ac) (Dual band) 1*1,v4.1,359.8 x 234.3 x 19.9 mm,1.80 kg,Not Available,720P HD camera,"Full-size, backlit natural silver keyboard with numeric keypad",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Up to 11 hours,65W Round Tip (3-pin),Intel SoC Platform,2400 MHz,6,64,1 x Micro SD card reader,PCIe NVMe M.2,High Definition (HD) Audio,2 x 2 W Stereo Speakers with Dolby Atoms,No,Firmware TPM 2.0,Touchpad with Multi-touch Gesture Support,"Acer Care Center, Acer Configuration Manager, Acer Product Registration, Quick Access",Li-Ion polymer Battery,GDDR6,6 GB,2,60 Hz,10/100/1000 Mbps,16,,,1 Year,Yes,Kensington Lock Port,1 TB,,Yes,NA,No,,,,5400,,No,No,,No,Laptop Adapter,No,8x,,,
21,"₹57,990","Laptop, Power Adaptor, User Guide, Warranty Documents",M6500IH-HN701WS,90NB0YP1-M002S0,Ideapad,IdeaPad Slim 5,Quiet Blue,Creator Laptop,Processing & Multitasking,2 Cell,Yes,AMD,Ryzen 7 Octa Core,12th Gen,Yes,512 GB,16 GB,DDR4,1155G7,2.8 GHz with Turbo Boost Upto 4.7 GHz,16,NVIDIA GeForce GTX 1650 Max Q,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",1x HDMI 1.4,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Yes,Wi-Fi 6(802.11ax),v5.2,358 x 242 x 17.9 mm,1.69 Kg,Not Available,VGA camera,Chiclet Keyboard with Num-key,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 10 Hours,135 W AC Adapter,Intel SoC Platform,3200 MHz,2,64,1 x card reader,PCIe NVMe,SonicMaster,"High-fidelity six-speaker sound system with force-cancelling woofers, Wide stereo sound, Support for Spatial Audio when playing music or video with Dolby Atmos on built-in speakers",Yes,TPM 2.0,Keyboard,Office Home and Student 2021,100-watt-hour lithium-polymer battery,GDDR6,4 GB,2,144 Hz,100/1000 MBPS,Upto 16 GB,,,1 Year,Yes,Kensington Lock Port,1 TB,,,NA,No,,,,5400,,No,No,,No,"ROG Flow Sleeve (2022), Stylus Pen",No,,,,
22,"₹52,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15s- fr4000TU,7J3Z2PA#ACJ,X515EA-EJ701WS,VivoBook K15 OLED,Natural Silver,Thin and Light Laptop,Processing & Multitasking,3,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,5700U,4.0,5,Intel Integrated Iris Xe,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1x HDMI 2.1,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 200nits, 45% NTSC color gamut, Anti-glare display",Audio: 2x 2W Stereo Speakers,Built-in microphone,Realtek Wi-Fi CERTIFIED 6,v5.0,35.7 x 23.3 x 1.8 cm,1.66 kg,Not Available,720p HD camera,Backlit Chiclet Keyboard with Num-key,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 7 hours,30 W AC Adapter,AMD SoC,3200 MHz,6,64,1x Card reader,NVMe PCIe,High Definition Audio,"High Definition (HD) Audio, Realtek ALC3287 codec",Yes,Firmware TPM 2.0,Touchpad,No,Integrated 45Wh,GDDR6,4 GB,2,144 Hz,Not Applicable,Yes,,,1 Year,Yes,Kensington Lock Port,1 TB,,,1 Year McAfee,No,,,,5400,,No,No,,No,"ROG Flow Sleeve (2022), Stylus Pen",No,,,,
23,"₹64,990","Laptop, User Manual, Power Adapter",82LN00JSIN,82LN00JSIN,KM513UA-L513WS,Pavilion,Graphite Grey,Thin and Light Laptop,Processing & Multitasking,4,Yes,AMD,Ryzen 7 Hexa Core,11th Gen,Yes,512 GB,16 GB,DDR4,1165G7,4.3,11 MB,AMD Radeon Integrated AMD Radeon Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI 1.4b,No,39.62 cm (15.6 inch),1920x1080 pixel,"FHD, Glossy display (600 nits peak brightness, 100% DCI-P3 color gamut)",Built-in Speakers,Integrated dual array digital microphones,"11ac, 2x2",5.2,360 x 235 x 19.9 mm,1.80 Kg,Not Available,HP Wide Vision 720p HD camera with temporal noise reduction,"Full-size, backlit, Natural Silver keyboard",No,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,Onsite,Manufacturer Defect,Physical Damage,1 Year,Upto 15 hours,65 W AC Adapter,Intel SoC Platform,3200 MHz,8,64,"4-in-1 Media Reader (MMC, SD, SDHC, SDXC)",PCIe NVMe,High Definition (HD) Audio,"1.5W x 2, Dolby Audio",Yes,"BIOS Administrator Password and User Password Protection, Trusted Platform Module (Firmware TPM)",Multigesture Touchpad,Microsoft Office Home and Student 2019,53.5 Whr Li-ion Battery,GDDR6,4 GB,2 Slots,144 Hz,Killer Ethernet E2600,16,,,1 Year,No,Kensington Lock Slot,1 TB,,,McAfee,No,,,,5400,,No,No,,No,"ROG Flow Sleeve (2022), Stylus Pen",,,,,
24,"₹56,990","Laptop, Power Adaptor, User Guide, Warranty Documents",X515EA-EJ701WS,90NB0TY1-M02XL0,14-EC1003AU,IdeaPad 1,Slate Grey,Thin and Light Laptop,Processing & Multitasking,4 Cell,Yes,Intel,Core i7,12th Gen,Yes,512 GB,16 GB,DDR4,AMD R5-5500U,3.5,4,Intel Integrated Iris Xe,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 2x SuperSpeed USB Type-A 5Gbps signaling rate",1 x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD,IPS, micro-edge, Brightview (Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC)",Built-in speaker,Dual Array Microphone,802.11a/b/g/n/acR2+ax wireless LAN,V4.1,359.8 x 235.3 x 18.6 mm,1.80 Kg,Not Available,HD 720p with Privacy Shutter,"Non-backlit, English",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 8.5 hours,140W USB-C Power Adapter,Intel SoC Platform,3200 MHz,8,64,1x 4-in-1 Card Reader,NVMe PCIe,High Definition (HD) Audio,Audio by B&O,No,Firmware TPM 2.0,Multi-Touch AG Glass Touchpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",41 Wh Li-ion,GDDR6,4 GB,1,144 Hz,10/100/1000/2500 Mbps,32 GB,,,12 Months,Yes,Kensington Lock Port,1 TB,,,McAfee,No,,,,5400,,No,No,,No,"ROG Flow Sleeve (2022), Stylus Pen",,,,,
25,"₹53,990","Laptop, Power Adaptor, User Guide, Warranty Documents",KM513UA-L513WS,90NB0TP2-M07550,15ADA7,Aspire 7,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,3 cell,Yes,AMD,Ryzen 5 Hexa Core,11th Gen,Yes,512 GB,16 GB,DDR4,5625U,2.1 GHz with Turbo Boost Upto 4.0 GHz,12 MB,AMD Radeon Radeon Graphics,64 bit,Windows 11 Home,Windows 11,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C® 3.2 Gen 1 (support data transfer only)",1 x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"FHD, TN 220nits Anti-glare",Dual speakers,Built-in Dual Microphones,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,325 x 216 x 17 mm,1.41 Kg,Not Available,720p HD Webcam,FineTip Backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),No,1 Year onsite warranty,Onsite,Manufacturing defects,Physical damage,1 Year,Upto 9.5 hr,"65W Round Tip (2-pin, Wall-mount)",Intel Core i3,2400 MHz,10,64 bit,1 x Micro SD card reader,PCIe NVMe,SonicMaster,"Dolby Audio, High Definition (HD) Audio, Realtek ALC3287 codec",No,Firmware TPM 2.0,HP Imagepad with multi-touch gesture support,Microsoft Office Home & Student 2021,37 WHrs Li-ion Battery,GDDR6,4 GB,2,60 Hz,Not Applicable,64 GB,,,1 Year,Yes,Kensington Lock Port,1 TB,,,NA,No,,,,5400,,No,No,,No,"GV301 Sleeve Bag, Stylus Pen, ROG XG Mobile eGPU (GC31S with NVIDIA GeForce RTX 3080), Warranty Documents",,,,,
26,"₹52,990","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",14-EC1003AU,689H4PA#ACJ,14s-fq0568AU,2020 Macbook Air,Natural Silver,Thin and Light Laptop,Processing & Multitasking,3 cell,Yes,AMD,Ryzen 5 Hexa Core,11th Gen,Yes,512 GB,8 GB,DDR4,3250U,2.3 GHz upto max turbo frequency at 3.2 Ghz,12 MB,AMD Radeon Radeon Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB Type C, 1 x USB 2.0, 1 x USB 3.2 (1st Gen), 1 x USB (with Power-off Charging)",1 x HDMI Port (v1.4b),No,35.56 cm (14 Inch),1920 x 1080 Pixels,"Full HD LED Backlit IPS ComfyView Display (16:9 Aspect Ratio, 45% NTSC Color Gamut)",Dual Stereo Speakers,Built-in Dual Array Digital Microphones,IEEE 802.11ax (Wi-Fi 6),v5.2,360.2 x 236 x 17.9 mm,1.6 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, Jet Black keyboard with numeric keypad",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Up to 11 hours,45 W,AMD SoC Platform,4266 MHz,12,64,1 x MicroSD Card Reader,PCIe NVMe,High Definition (HD) Audio,DTS Audio Processing,Yes,BIOS Administrator Password and User Password Protection Trusted Platform Module (Firmware TPM),Trackpad with Windows Precision Driver,Office Home and Student 2021,"43 Wh Li-ion, Support battery fast charge",GDDR6,6 GB,2,144 Hz,Integrated 10/100/1000 GbE LAN,Upto 12GB,,,1 Year,No,Kensington Lock Port,1 TB,,,McAfee,No,,,,5400,,No,No,,No,Stylus Pen,,,,,
27,"₹36,900","Laptop, Power Adaptor, User Guide, Warranty Documents",15ADA7,82R10049IN,15s-fq5007TU,Ideapad Slim 5,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,3,Yes,AMD,Ryzen 3 Dual Core,12th Gen,Yes,512 GB,8 GB,DDR4,AMD R5-5500U,2.0 GHz with Turbo Boost Upto 4.1 GHz,8,AMD Radeon Radeon,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1 x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"HD, micro-edge, BrightView, Brightness: 220 nits, 112 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Three-mic Array with Directional Beamforming,IEEE 802.11ax (2x2),v5.0,363.4 x 254.5 x 22.9 mm,2.15 kg,Not Available,720p FaceTime HD Webcam,Backlit Magic Keyboard,Yes,2 Years Onsite�Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 12 hours,240W adapter,Intel Core i3,3202 MHz,4,64,1x Card reader,PCIe NVMe,Intel SST,Waves Maxx Audio Pro,No,Firmware TPM 2.0,Multi-Touch AG Glass Touchpad,NA,"56WHrs, 4S1P, Li-ion battery",GDDR6,4 GB,2,300 Hz,100/1000M,Upto 32 GB,,,1 Year,Yes,Kensington Lock Slot,1 TB,,,McAfee,No,,,,5400,,No,No,,No,"GV301 Sleeve Bag, Stylus Pen, ROG XG Mobile eGPU (GC31S with NVIDIA GeForce RTX 3080), Warranty Documents",,,,,
28,"₹50,440","Laptop, Power Adaptor, User Guide, Warranty Documents",A715-42G/ A715-42G-R2NE,NH.QAYSI.001/NH.QAYSI.004,NP340XLA-KA1IN,15s Intel,Black,Gaming Laptop,Gaming,3,No,AMD,Ryzen 5 Hexa Core,11th Gen,Yes,512 GB,8 GB,DDR4,3050U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",4,NVIDIA GeForce GTX 1650,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",1x HDMI 1.4b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Dual Speakers,Built-in Dual Array Microphone,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.1,325 x 216 x 17.0 mm,1.41 Kg,Not Available,"720P HD Webcam (with Privacy Shutter, Fixed Focus)",English Backlit Keyboard,No,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 18 Hours,65 W Smart AC power adapter,Intel SoC Platform,3200 MHz,6,64 bit,1 x card reader,PCIe NVMe,High Definition Audio,Dolby Audio,Yes,Firmware TPM 2.0,Force Touch Trackpad,Microsoft Office 2021 Home & Student,57Wh Integrated Battery,GDDR6,4 GB,2 Slots,120 Hz,100/1000 MBPS,16,,,1 Year,Yes,Kensington Lock Port,1 TB,,,NA,No,,,,5400,,No,No,,No,"ROG Flow Sleeve (2022), Stylus Pen",,,,,
29,"₹25,990","Laptop, Power Adaptor, User Guide, Warranty Documents",14s-fq0568AU,6C4A9PA#ACJ,MNW93HN/A,Galaxy Book Go,Jet Black,Thin and Light Laptop,Processing & Multitasking,3 cell,Yes,AMD,Athlon Dual Core,12th Gen,Yes,256 GB,8 GB,DDR4,Apple M1 Chip,Up to 2.55 GHz,11,AMD Radeon AMD,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 (1st Gen) (One Always on), 1 x USB 3.2 Type C (1st Gen) (with the Function of PD 3.0 and DP 1.2)",1 x HDMI Port,No,35.56 cm (14 inch),1366 x 768 Pixel,"Full HD LED Backlit Anti-glare TN Display (300 nits Brightness, 16:9 Aspect Ratio, 45% NTSC Color Gamut)",Built-in Speakers,Integrated Dual Array Digital Microphones,802.11 ac (2x2),v5.0,304.1 x 212.4 x 10.9 mm,1.29 kg,Not Available,HP True Vision 720p HD Camera with Temporal Noise Reduction,"Full Size, Backlit Natural Silver Keyboard with Numeric Keypad",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Up to 12 hours,200W AC Adapter,Intel SoC Platform,3200 MHz,4,64,1 x Micro SD card reader,PCI-e NVMe,High Definition (HD) Audio,Audio by ICEpower,Yes,Firmware TPM 2.0,Touchpad with Multi-touch Gesture Support,Microsoft Office Home and Student 2019,Integrated 45Wh Battery,GDDR5,16 GB,2,60 Hz,100/1000M,32,,,1 Year,Yes,Kensington Lock Port,1 TB,,,NA,No,,,,3200,,,No,,No,Active Pen,,,,,
30,"₹89,490","MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",MGND3HN/A,MGND3HN/A,15ITL6,2023 MacBook Pro,Gold,Thin and Light Laptop,Processing & Multitasking,4 Cell,No,Apple,M1,11th Gen,Yes,256 GB,8 GB,DDR4,4700U,4.2,8,NA,64 bit,Mac OS Big Sur,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5 Gbps Signaling Rate, 2 x SuperSpeed USB Type-A 5 Gbps Signaling Rate",1 x HDMI 2.0,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Full HD, Micro Edge, Anti-Glare, UWVA, Brightness: 250 nits, 141 PPI, Color Gamut: 45% NTSC",Built-in Dual Speakers,Built-in microphone,Wi-Fi 6E (802.11ax),v5.0,321.57 x 211.59 x 17.9 mm,1.39 kg,Not Available,HD Webam,island Keyboard,Yes,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 9.5 hr,65W Round Tip Adapter,Intel Core i3,2666 MHz,6,64,4-in-1 Card Reader,PCIe NVMe,Realtek ALC3287 Codec,"DTS Audio, Acer TrueHarmony technology",No,Trusted Platform Module (Firmware TPM),Multi-Touch AG Glass Touchpad,"Microsoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart",42WHrs Li-ion,GDDR6,4 GB,1,165 Hz,Available,16,,,1 Year,Yes,Kensington Lock Slot,1 TB,,,McAfee,No,,,,5400,,,No,,,"Sleeve, USB-C to Audio Jack Adapter",,,,,
