,price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Cell,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Battery Backup,Power Supply,Chipset,RAM Frequency,Number of Cores,System Architecture,Multi Card Slot,Hardware Interface,Sound Chip,Sound Properties,Finger Print Sensor,Security Chip,Pointer Device,Included Software,Additional Features,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Memory Slots,Refresh Rate,Ethernet,Expandable Memory,Color Gamut,Certification,International Warranty,RJ45,Lock Port,HDD Capacity,Face Recognition,Wireless WAN,Antivirus,Laptop Bag,Brightness,EMMC Storage Capacity,NFC Support,RPM,Stylus Included,Firewire Port,VGA Port,S-video,RJ11,Other Accessories,Dock Port,Read/Write Speed,TGP,Recovery Options,Inbuilt 4G LTE
828,"₹1,29,990","Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad 5 15ITL05,82FG01B5IN,,ThinkBook 13s,Graphite Grey,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i5,,Yes,512 GB,16 GB,DDR4,8250U,1.8 GHz with Turbo Boost Upto 4.9 GHz,,Intel Integrated Iris Xe Graphics,,Windows 11 Home,,Yes,"1 x USB 2.0, 2 x USB 3.2 Gen 1",1x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD IPS BrightView, Micro-edge WLED-backlit Display",Built-in Speakers,,"Wi-Fi 6 11ax, 2x2",v5.0,359.2 x 236.5 x 19.9 mm,1.58 kg,Not Available,HD 720p with Privacy Shutter,100-/101-/104-key FineTip keyboard with independent numeric keypad,,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,"₹36,000","Laptop, Power Adaptor, User Guide, Warranty Documents",16-e0162AX,4N0W7PA#ACJ,,15s Intel,Mica Silver,Gaming Laptop,"Everyday Use, Gaming",,Yes,AMD,Ryzen 5 Hexa Core,,Yes,256 GB,8 GB,DDR4,11320H,2.5 GHz upto max turbo frequency at 4.5 Ghz,,AMD Radeon RX 5500M,,Windows 10 Home,,Yes,"2 x USB 2.0 Port, 1 x USB 3.1 Port",1 x HDMI Port (v2.0),No,40.89 cm (16.1 inch),1920 x 1080 pixel,Full HD LED Backlit Display,Built-in Speakers,,802.11a/b/g/n/ac wireless LAN,Bluetooth,363.4 x 250.5 x 19.9 mm,1.65 Kg,Not Available,720p HD Webcam,"Non-backlit, English",,1 Year Onsite Warranty,Carry In,Part Failure,"Physical Damage, Burn, Liquid Spill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,"₹1,15,790","Laptop, Power Adaptor, User Guide, Warranty Documents",GF63 Thin 9SCXR-418IN,9S7-16R412-418,,IdeaPad Gaming,Black,Gaming Laptop,"Processing & Multitasking, Gaming",,No,Intel,Core i5,,Yes,512 GB,8 GB,DDR4,1135G7,3.2 GHz with Max Turbo Boost Frequency Up to 4.7 GHz,,NVIDIA GeForce GTX 1650 Max-Q,,Windows 10 Home,,Yes,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Two built-in stereo speakers,,"11ac, 2x2",v5.0,359.2 x 236.5 x 19.9 mm,2.2 KG,Not Available,720p with Privacy Shutter,"103-/104-/107-key FineTip keyboard with independent standard numeric keypad, international language support, power button",,2 Years Carry In Warranty,Onsite,Manufacturing Defects,Accidental Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,"₹67,999","Laptop, Battery, Adapter, Cables and User Manuals",Vostro 5620,D552269WIN9S|M552328WIN9S,,Inspiron,Titan Grey,Thin and Light Laptop,Travel & Business,,No,Intel,Core i5,,Yes,512 GB,16 GB,DDR4,1235U,2.6GHz Upto 3.5GHz,,Intel Integrated UHD,,Windows 11 Home,,Yes,"1 x USB Type A, 1 x USB Type C, 1 x Surface Connect Port",,No,40.64 cm (16 inch),1920 x 1080 Pixels,"FHD, TN 250nits Anti-glare",Dual Stereo Speakers,,802.11 a/b/g/n/ac wireless LAN,Yes,339.5 x 244 x 14.69 mm,1.35 Kg,Not Available,Acer webcam with 640 x 480 resolution,"Backlit, English",,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,"₹55,500","Laptop, Battery, Adapter, Cables and User Manuals",82K101B6IN|82K101FTIN,"82K101B6IN, 82K101FTIN",,Ideapad Gaming 3,Shadow Black,Gaming Laptop,Gaming,,Yes,Intel,Core i5,,Yes,512 GB,8 GB,DDR4,4600H,3.0 GHz with Turbo Boost up to 4.1 GHz,,NVIDIA GeForce GTX 1650,,Windows 11 Home,,Yes,"1 x USB 3.2 Gen 2 Type-A, 2 x Thunderbolt 4 supports display / power delivery",,No,100.63 cm (39.62 cm),1920 x 1080 Pixel,"2.5K IPS 400nits Anti-glare / Anti-fingerprint, 100% sRGB, 90Hz, Dolby Vision, Eyesafe, Touch",Built-in Speakers,,"11ac, 2x2",Yes,328 x 236 x 19.9 mm,1.80 Kg,Not Available,720p with Privacy Shutter,Backlit Chiclet Keyboard,,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,Onsite,Manufacturing Defects,Accidental Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,"₹58,499","Laptop, Battery, Adapter, Cables And User manuals",G15-5525,D560821WIN9B,,,Phantom Grey with speckles,Gaming Laptop,"Gaming, Processing & Multitasking",,Yes,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR5,1240P,3.0 GHz with Turbo Boost upto 4.0 GHz,,NVIDIA GeForce RTX 3060,,Windows 11 Home,,Yes,"3 x USB 3.1 Gen 1 Type A, 1 USB 3.2 Gen 2 Type C(Thunderbolt 4)",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"Full HD IPS 250nits Anti-glare, 45% NTSC, 120Hz",Built-in Dual Speaker,,IEEE 802.11ac (Wi-Fi 5),v5.2,359.2 x 236.5 x 19.9 mm,2.45 Kg,Not Available,HD 720P f2.0 Webcam,Spill resistant Keyboard,,1 Year Onsite Premium Support,On Site,Manufacturer Defect,"Damage, Burn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,"₹71,490","Laptop, Manual, Adaptor",X1502ZA-EJ514WS,90NB0VX1-M00N10,,,Blue,Laptop,Performance,,Yes,Intel,Core i5,,Yes,512 GB,8 GB,DDR4,1235U,3.2 GHz upto max turbo frequency at 4.7 Ghz,,Intel Integrated Intel HD,,Windows 11 Home,,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.2)",,No,39.62 cm (15.6 inch),1080*1920$$Pixels pixel,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi
, Color Gamut: 45%NTSC",Built in dual stereo speakers,,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.0,358 X 234 x 19.5 mm,1.65 Kg,Not Available,1080p Full HD camera,"Backlit, English",,1 Year Domestic Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,"₹51,990","Laptop, battery, adapter, cables and user manuals",16-e0351AX,552X1PA#ACJ,,,Mica Silver,Gaming Laptop,Gaming,,No,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR4,5800H,3.0 GHz with Turbo Boost up to 4.1 GHz,,NVIDIA GeForce RTX 3050,,Windows 11 Home,,Yes,"1 x USB 3.2 Gen 1 port, 1 x USB 3.2 Gen 1 Type-C port, 1 x USB 2.0 port",,No,40.89 cm (16.1 inch),1920 x 1080 PIxel,"FHD, IPS (300 nits Anti-glare, 45% NTSC)",Built-in dual Speakers,,802.11 AX WiFi 6,YES,360 x 257 x 23.5,1.7 kg,Not Available,HD Webcam,Backlit Keyboard + Fingerprint Reader,,1 Year Onsite Warranty,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,"₹1,26,990","Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad Gaming 3 15ARH05,82EY00U7IN,,,Onyx Black,Gaming Laptop,"Gaming, Processing & Multitasking",,No,AMD,Ryzen 5 Hexa Core,,No,256 GB,8 GB,DDR4,1135G7,3.2GHz upto 4.4 GHz,,NVIDIA GeForce GTX 1650,,Windows 10 Home,,Yes,"1 x SuperSpeed USB Type-C 5Gbps Signaling Rate, 1 x SuperSpeed USB Type-A 5Gbps Signaling Rate, 1 x USB 2.0 Type-A (HP Sleep and Charge)",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,HD LED Backlit TFT LCD High-Brightness Acer ComfyView Display,speakers Two built-in stereo speakers,,"Wi-Fi 6 11ax, 2x2",v5.2,356.67 x 233.13 x 17.9 mm,1.65 kg,Not Available,HD 720p with Privacy Shutter,"Full-size, Ultra Violet Backlit, Shadow Black Keyboard with Numeric Keypad",,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Standard,Manufacturing Defect,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,"₹54,931","Laptop, Power Adapter, Warranty Documents",NU15U2INC44VN,NU15U2INC44VN-SG,,,Space Grey,Laptop,"Entertainment, Everyday Use, Processing & Multitasking, Travel & Business",,No,Intel,Celeron Dual Core,,Yes,256 GB,4 GB,LPDDR4,1115G4,4.2,,Intel Integrated Intel® UHD Graphics 600,,Windows 11 Home,,Yes,"1x USB 3.2 Gen 1, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1",,No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,Full HD LED Backlit Anti-glare IPS Display,Built-in Dual Speakers,,Intel Wi-Fi 6 2x2 (Gig+),YES,328 x 236 x 19.9 mm,1.9 kg,Not Available,HD Camera,"Backlit, English",,1 Year Domestic Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,"₹1,03,000","Laptop, Power Adaptor, User Guide, Warranty Documents",16-d0310TX,7K4X0PA#ACJ,,,Mica Silver,Gaming Laptop,Gaming,,Yes,Intel,Core i5,,Yes,512 GB,8 GB,DDR4,1115G4,Max Frequency Up to 4.2 GHz,,NVIDIA GeForce GTX 1650,,Windows 11 Home,,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",,Yes,40.89 cm (16.1 Inch),1920 x 1080 Pixel,"Full HD IPS 250nits Anti-glare, 60Hz, 45% NTSC, DC dimmer",Inbuilt,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.2,359.6 x 251.9 x 24.2 mm,1.65 kg,Not Available,HP TrueVision 720p HD Webcam with Integrated Dual Array Digital Microphone,Full-size Natural Silver Backlit keyboard,,1 Year Onsite Warranty,ON SIDE,complete Laptop,PHYSICAL DAMAGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,"₹56,990","LAPTOP, ADAPTER AND MANUAL",3511,D560720WIN9B,,,Black,Laptop,Everyday Use,,Yes,Intel,Core i3,,Yes,1 TB,8 GB,DDR4,N5030,1.6 GHz with Turbo Boost Upto 4.2 GHz,,Intel Integrated,,Windows 10 Home,,Yes,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",,No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD LED Backlit Anti Glare Display,Yes,,"Wi-Fi 6 11ax, 2x2",v5.0,354 x 259 x 20.6 mm,1.54 kg,Not Available,720p,"White Backlit, English",,1 YEAR MANUFACTURER WARRANTY,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,"₹23,990","Laptop, Power Adapter, User Guide, Warranty Documents",15ITL6,82H802KVIN,,,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i5,,Yes,512 GB,8 GB,DDR4,5500U,1.7 GHz upto max turbo frequency at 3.7 Ghz,,Intel Integrated Iris Xe Graphics,,Windows 11 Home,,Yes,"1 x USB 3.2 Gen 2 Type-C, 1 x USB 3.2 Gen 2 Type-C Support DisplayPort/ Power Delivery, 2 x USB 3.2 Gen 1 Type-A",,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-In Dual Stereo Speakers,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.1,380 x 262 x 24.7 mm,1.39 Kg,Not Available,HP True Vision 720p HD camera,Backlit Chiclet Keyboard 4-Zone RGB,,2 Years Onsite Warranty,Carry In,"Manufacturing Defects, Part Failure","Physical Damage, Burn, Liquid Spill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,"₹62,990","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents, Laptop Bag",GS65 8RE-084IN,9S7-16Q211-084,,,Black,Gaming Laptop,"Gaming, Processing & Multitasking",,Yes,Intel,Core i7,,Yes,1 TB,16 GB,DDR4,3580U,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,,NVIDIA GeForce GTX 1060,,Windows 10 Home,,Yes,"2 x USB 3.0, 1 x USB 2.0",,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit, Anti-Glare IPS Display (250 nits Brightness, 60Hz Refresh Rate, 3-Sided Narrow Bezel)",Yes,,802.11a/b/g/n/ac wireless LAN,v5.1,359 x 249.6 x 24.9,1.68 kg,Not Available,Acer webcam with 640 x 480 resolution,Standard Keyboard,,2 Years Carry In Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,"₹46,490","Laptop, Power Adaptor, User Guide, Warranty Documents",PH315-54,NH.QC2SI.004,,,Abyssal Black,Gaming Laptop,Gaming,,Yes,Intel,Core i7,,Yes,1 TB,16 GB,DDR4,1260P,2.4 GHz with Turbo Boost Upto 4.2 GHz,,NVIDIA GeForce RTX 3060,,Windows 10 Home,,Yes,"1 x USB-C 3.2 (Gen 1), 2 x USB 3.2 (Gen 1)",,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,"WQXGA, Anti Glare IPS Non Touch",Built-in Dual Speakers,,"Wi-Fi 6 11ax, 2x2",v5.0,357 x 272 x 26.9 mm,1.63 Kg,Not Available,HD 720p with Camera Shutter,Blue LED Backlit Keyboard with Larger Arrow Keys,,1 Year International Travelers Warranty (ITW),On-Site & Carry-In,Part Failure,"Physical Damage, Burn, Liquid Spill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,"₹52,990","Laptop, Battery, Power Adapter, User Guide",Modern 14 B10MW-639IN,9S7-14D114-639,,,Carbon Grey,Notebook,Processing & Multitasking,,Yes,Intel,Core i5,,Yes,1 TB,8 GB,DDR4,1135G7,1.6 GHz with Turbo Boost Upto 3.4 GHz,,Intel Integrated UHD,,Windows 10 Home,,Yes,"3 x SuperSpeed USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4/USB-C Display Port Alt-Mode",,No,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD LED Display, Anti-Glare",Built in Dual Speakers,,Wi-Fi 6E (802.11ax),v5.0,369 x 248 x 22.5 mm,1.63 Kg,Not Available,Yes,4 Zone Backlit Keyboard RGB,,1 Year On-Site Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,"₹1,49,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15ALC6,82KU017KIN,,,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,1235U,2.5 GHz to max turbo frequency at 4.5 Ghz,,AMD Radeon AMD,,Windows 11 Home,,Yes,"1 x Thunderbolt 4 USB4 Type-C, 3 x SuperSpeed USB Type-A 5Gbps signaling rate",,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"WQXGA IPS 500nits Anti-glare, 100% sRGB, 165Hz, DisplayHDR 400, Dolby Vision, FreeSync, G-SYNC",Built-in Stereo Speakers,,IEEE 802.11b/g/n/a/c,v5.2,324 x 220 x 17.9,1.98 Kg,Not Available,HD Webcam,"Full-size, 4-zone RGB backlit, shadow black keyboard with numeric keypad and 26-Key Rollover Anti-Ghosting Key technology",,2 Years Onsite�Warranty,Onsite,Manufacturing Defects,Accidental Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,"₹1,17,990","Laptop, battery, adapter, cables and user manuals",Inspiron 3511,D560720WIN9B,,,Carbon Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,Yes,Intel,Core i3,,Yes,512 GB,8 GB,DDR4,1235U,1.1 GHz with Turbo Boost Upto 2.8 GHz,,Intel Integrated UHD Graphics,,Windows 11 Home,,Yes,"1x USB 3.2 (Gen 2) Type-C, 2x USB 3.2 (Gen 1) Type-A, 1x Type C USB 3.2 (Gen 2 with Power Delivery, Display Port and G-Sync)",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"FHD, (TN 250 nits Anti-glare)",Built-in Speakers,,11ac (2x2),v5.0,359.2 x 236.5 x 19.9 mm,1.66 Kg,Not Available,720p HD Webcam with Privacy Shutter,Backlit Chiclet Keyboard,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,"₹43,990","Laptop, Power Adaptor, User Guide, Warranty Documents",14-ec0000AX,4J0X8PA#ACJ,,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,Yes,AMD,Ryzen 5 Hexa Core,,Yes,1 TB,16 GB,DDR4,AMD R5-4600H,1.8 GHz with Turbo Boost Upto 4.6 GHz,,NVIDIA GeForce MX450,,Windows 10 Home,,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer only)",,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD Acer Comfy View LED-backlit TFT LCD,Built-in Dual Stereo Speakers,,Killer Wi-Fi 6 AX1650 (2x2),v5.2,322 x 212 x 19.9 mm,1.46 Kg,Not Available,HD,"Backlit, English",,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,"₹45,126","Laptop, Power Adaptor, User Guide, Warranty Documents",15-EC2048AX,499C0PA#ACJ,,,Shadow Black,Gaming Laptop,Gaming,,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,1135G7,4.2,,NVIDIA GeForce RTX 3050 Ti,,Windows 11 Home,,Yes,"1 x USB 2.0, 1 x USB 3.1, 1 x USB 3.1 Type C",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD TN 220nits Anti-glare,Built-in Dual Speakers,,Intel Wi-Fi 6 AX201 (2x2),v5.3,285 x 192.8 x 16.8,1.45 Kg,Not Available,HP Wide Vision 720p HD camera,Illuminated Chiclet Keyboard,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,"₹46,490","Laptop, Power Adaptor, User Guide, Warranty Documents",15IAU7,82RK0062IN,,,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i5,,Yes,512 GB,8 GB,DDR4,1240P,2.5 GHz with Turbo Boost Upto 3.1 GHz,,Intel Integrated UHD Graphics,,Windows 11 Home,,Yes,"1 x USB 2.0 Type-C (USB Power Delivery, DisplayPort 1.1), 1 x USB 2.0 Type-A",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, High-Brightness Acer ComfyView LED Backlit, TFT LCD",Built-in Speakers,,Wi-Fi 6(802.11ax),v5.0,359.2 x 236.5 x 19.9 mm,2.25 kg,Not Available,HD 720p with Privacy Shutter,Full-size Snow White Keyboard,,2 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,"₹64,490","Laptop, Power Adaptor, User Guide, Warranty Documents",16-n0091AX,7K4X2PA#AC,,,Mica Silver,Gaming Laptop,Gaming,,Yes,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR5,N6005,2.4 GHz with Turbo Boost Upto 4.2 GHz,,NVIDIA GeForce RTX 3050 Ti,,Windows 11 Home,,Yes,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",,Yes,41.15 cm (16.2 Inch),1920 x 1080 Pixel,"Full HD TN 250nits Anti-glare, 45% NTSC",Built-in Dual Speakers,,"Wi-Fi 6 11ax, 2x2",v5.2,302 x 189 x 16.9 mm,2.10 kg,Not Available,HD Webcam,"Backlit, English",,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,"₹72,990","Laptop, battery, adapter, cables and user manuals",UX3402ZA-KN531WS,90NB0WC3-M013Y0,,,Ponder Blue,Thin and Light Laptop,Processing & Multitasking,,No,Intel,Core i5,,Yes,512 GB,16 GB,LPDDR5,11320H,1.7 GHz upto max turbo frequency at 3.7 Ghz,,Intel Integrated Iris Xe,,Windows 11 Home,,Yes,"1 x USB 2.0, 1 x USB 3.1, 1 x USB 3.1 Type C",,Yes,35.56 cm (14 inch),2880 x 1800 PIxel,"Quad HD+ LED Backlit PixelSense with 10 Point Multi-touch Display (3:2 Aspect Ratio, Surface Pen Enabled)",Built-in Speaker,,IEEE 802.11ac,v5.1,359 x 249.6 x 24.9 mm,2.32 kg,Not Available,HP True Vision 720p HD Webcam,Illuminated Chiclet Keyboard,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,"₹58,490","Laptop, Battery, Adapter, Cables and User Manuals",Vostro 5625,D552296WIN9SE,,,Titan gray,Laptop,Processing & Multitasking,,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,AMD R7-6800H,2.5 GHz upto max turbo frequency at 4.5 Ghz,,AMD Radeon AMD,,Windows 11 Home,,Yes,"1 x USB-C 3.2 (1st Gen), 2 x USB 3.2 (1st Gen)",,No,40.64 cm (16 Inch),1920 x 1080 Pixel,"2.8K OLED 16:10 aspect ratio, 0.2ms response time, 90Hz refresh rate, 400nits, 550nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display",Dual Stereo Speakers,,Qualcomm Atheros QCA6174A-3 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.2,18.9 x 358 x 235,2.2 KG,Not Available,720p with Privacy Shutter,Blue LED Backlit English Keyboard,,1 Year Onsite Warranty,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,"₹1,22,560","Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad 5 15ITL05,82FG01B5IN,,,Graphite Grey,Thin and Light Laptop,Processing & Multitasking,,No,Intel,Core i5,,Yes,512 GB,16 GB,DDR4,4200U,1.2 GHz upto max turbo frequency at 3.4 Ghz,,Intel Integrated Iris Xe Graphics,,Windows 11 Home,,Yes,"2 x USB 3.2 Gen1,1 x USB 2.0",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,Full HD IPS Display,Built-in Speakers,,"11ac, 2x2",YES,359.2 x 236.5 x 19.9 mm,2.57 kg,Not Available,3D IR HD Webcam,English International Keyboard,,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,"₹92,990","Laptop, Battery, Adapter, Cables and User Manuals, Stylus Pen",GV601RM-M5039WS,90NR0AP2-M001Y0,,,Eclipse Gray,2 in 1 Gaming Laptop,Gaming,,No,AMD,Ryzen 9 Octa Core,,Yes,512 GB,16 GB,DDR5,4600H,1.8 GHz with Turbo Boost up to 4.9 GHz,,AMD Radeon Radeon 680M,,Windows 11 Home,,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.2)",,Yes,40.64 cm (16 Inch),2560 x 1600 Pixels,"FHD, TN 250nits Anti-glare","1.5W x 2 , Dolby Audio Stereo Speakers",,IEEE 802.11ac,v5.2,319 x 219 x 18.1,2.32 kg,Not Available,720p Webcam (with Privacy Shutter),"Backlit, English",,1 Year Onsite Warranty,ONSITE,MANUFACTURING DAMAGE,PHYSICAL DAMAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
